,sec_school,longitude,latitude,postcode,suburb
1329,LYNALL HALL COMMUNITY SCHOOL,145.002259987564,-37.8164799961068,3121,RICHMOND
1330,GLEN EIRA COLLEGE,145.038009993799,-37.8856999919876,3145,CAULFIELD EAST
1331,METHODIST LADIES COLLEGE -KINDLE,145.038440023477,-37.8147099865772,3122,HAWTHORN
1332,Elevation Secondary College,144.890519972487,-37.5983500011218,3064,CRAIGIEBURN
1333,Homestead Senior Secondary College,144.768900007624,-37.9139999958336,3030,POINT COOK
1334,Greater Otway Applied Learning School,143.382959993836,-38.681949986797,3238,LAVERS HILL
1335,ARARAT SECONDARY COLLEGE MIDDLE SCHOOL CAMPUS,142.921960019935,-37.2859999662167,3377,ARARAT
1336,STOTTS COLLEGES,144.970559974605,-37.8115399969065,3000,MELBOURNE
1337,CARRANBALLAC P-9 COLLEGE BOARDWALK CAMPUS,144.741949987503,-37.8844299978318,3030,POINT COOK
1338,THE GRANGE SECONDARY COLLEGE,144.675699981771,-37.8590099952155,3029,HOPPERS CROSSING
1339,SALE COLLEGE MACALISTER CAMPUS,147.06237000315,-38.109009983738,3850,SALE
1340,MACALISTER SECONDARY COLLEGE,147.06237000315,-38.109009983738,3850,SALE
1341,LA TROBE SECONDARY COLLEGE,145.058479993348,-37.7290099994218,3085,MACLEOD
1342,MACROBERTSON GIRLS HIGH SCHOOL,144.971859967733,-37.8358899961462,3004,MELBOURNE
1343,MAFFRA SECONDARY COLLEGE,146.982420029661,-37.9648899857022,3860,MAFFRA
1344,MAFFRA HIGH SCHOOL,146.982420029661,-37.9648899857022,3860,MAFFRA
1345,OVERNEWTON ANGLICAN COMMUNITY COLLEGE - TAYLORS LAKES CAMPUS,144.773279982874,-37.690260001744,3038,TAYLORS LAKES
1346,CAMPERDOWN COLLEGE - WILSON STREET,143.145439968387,-38.2397299915531,3260,CAMPERDOWN
1347,NEWHAVEN COLLEGE - PHILLIP ISLAND TOURIST ROAD CAMPUS,145.272329989684,-38.4883299978958,3923,RHYLL
1348,YUILLE PARK P-8 COMMUNITY COLLEGE - YUILLE CAMPUS,143.824460016489,-37.5209799974378,3355,WENDOUREE
1349,BACCHUS MARSH GRAMMAR,144.431599993048,-37.6902499958972,3340,MADDINGLEY
1350,CHARLTON COLLEGE - CHARLTON COLLEGE (CLUSTER),143.347259993242,-36.2742199917133,3525,CHARLTON
1351,KARDINIA INTERNATIONAL COLLEGE,144.328000006071,-38.1098699966488,3215,BELL POST HILL
1352,KINGS COLLEGE,142.506179958964,-38.3620999852092,3280,WARRNAMBOOL
1353,ST ANTHONYS COPTIC ORTHODOX COLLEGE,145.157969976037,-38.1201199957015,3200,FRANKSTON NORTH
1354,ST JOHNS GREEK ORTHODOX COLLEGE,144.998750004704,-37.7472300024366,3072,PRESTON
1355,ST MARYS COPTIC ORTHODOX COLLEGE,144.931219992277,-37.6558200002524,3048,COOLAROO
1356,AL SIRAAT COLLEGE,145.037539984355,-37.6242499993313,3076,EPPING
1357,FRAYNE COLLEGE,146.939939999078,-36.173879941001,3691,BARANDUDA
1358,XAVIER COLLEGE - KOSTKA HALL CAMPUS,144.994029997942,-37.9270599932277,3186,BRIGHTON
1359,ST AUGUSTINES COLLEGE,145.044719991306,-36.3095400084952,3620,KYABRAM
1360,CRUSOE 7-10 SECONDARY COLLEGE,144.233669995528,-36.7886500022399,3555,KANGAROO FLAT
1361,MCCLELLAND SECONDARY COLLEGE,145.158449968048,-38.146319994896,3199,FRANKSTON
1362,ALKIRA SECONDARY COLLEGE,145.30871998785,-38.0731299998841,3977,CRANBOURNE NORTH
1363,SUZANNE CORY HIGH SCHOOL,144.700749978676,-37.8938499981146,3030,WERRIBEE
1364,AVENUES EDUCATION,145.034449974242,-37.933039992036,3188,HAMPTON EAST
1365,WESTERN ENGLISH LANGUAGE SCHOOL - WYNDHAM SECONDARY CAMPUS,144.653629967419,-37.8889499959189,3030,WERRIBEE
1366,CRAIGIEBURN SECONDARY COLLEGE,144.935949982539,-37.6087499992821,3064,CRAIGIEBURN
1367,CRANBOURNE HIGH SCHOOL,145.286139967957,-38.1075899955221,3977,CRANBOURNE
1368,KEALBA SECONDARY COLLEGE,144.820839974172,-37.7319300042208,3021,KEALBA
1369,ST MARYS COLLEGE,145.140929967981,-37.0198800066527,3660,SEYMOUR
1370,POINT COOK PREP - YEAR 9 COLLEGE,144.725699982354,-37.8935799957928,3030,POINT COOK
1371,ACACIA COLLEGE,145.075509973555,-37.5990199997835,3754,MERNDA
1372,THOMASTOWN SECONDARY COLLEGE,145.001939956588,-37.6787200002292,3074,THOMASTOWN
1373,THORNBURY HIGH SCHOOL,145.025209958113,-37.7565000013079,3071,THORNBURY
1374,TIMBERTOP SCHOOL,146.304309988558,-37.1262400054224,3723,MERRIJIG
1375,COLBINNABIN STATE SCHOOL,144.745019996953,-36.5955200019446,3559,COLBINABBIN
1376,BALLARAT EAST SECONDARY COLLEGE,143.892650003873,-37.5590100010239,3350,BALLARAT EAST
1377,BALLARAT HIGH SCHOOL,143.818210000204,-37.5545199982478,3355,LAKE GARDENS
1378,THE ALPINE SCHOOL,147.245700021404,-37.0234600040392,3898,DINNER PLAIN
1379,CAROLINE SPRINGS COLLEGE,144.738199983052,-37.7454000017184,3023,CAROLINE SPRINGS
1380,HUME CENTRAL SECONDARY COLLEGE BLAIR STREET CAMPUS,144.929169986142,-37.678880002256,3047,BROADMEADOWS
1381,HUME CENTRAL SECONDARY COLLEGE DIMBOOLA ROAD CAMPUS,144.91361996856,-37.6813800022115,3047,BROADMEADOWS
1382,SAINT ARNAUD HIGH SCHOOL,143.250150028862,-36.6092900188703,3478,SAINT ARNAUD
