,pri_school,longitude,latitude,postcode,suburb
1100,POWELLTOWN PRIMARY SCHOOL,145.752919991947,-37.8653999989924,3797,POWELLTOWN
1101,DALYSTON PRIMARY SCHOOL,145.546199971781,-38.5603500025623,3992,DALYSTON
1102,PORT ALBERT PRIMARY SCHOOL,146.691260013387,-38.6690100089307,3971,PORT ALBERT
1103,PRESTON EAST PRIMARY SCHOOL,145.018479975271,-37.7381800017325,3072,PRESTON
1104,PORT MELBOURNE PRIMARY SCHOOL,144.932920004613,-37.83484999748,3207,PORT MELBOURNE
1105,SPOTSWOOD PRIMARY SCHOOL,144.881739989986,-37.8304499999661,3015,SPOTSWOOD
1106,AYR PRIMARY SCHOOL,145.104869999917,-37.7784599949222,3108,DONCASTER
1107,QUARRY HILL PRIMARY SCHOOL,144.279979987131,-36.7751199981832,3550,QUARRY HILL
1108,Staceys Bridge Primary School,146.527370049979,-38.5579000089419,3971,STACEYS BRIDGE
1109,STANHOPE SOUTH PRIMARY SCHOOL,145.014309988619,-36.4781799904934,3623,STANHOPE
1110,STANLEY PRIMARY SCHOOL,146.754309993487,-36.4040099803965,3747,STANLEY
1111,PYALONG PRIMARY SCHOOL,144.857090008513,-37.1172400018345,3521,PYALONG
1112,STEELS CREEK PRIMARY SCHOOL,145.373479991167,-37.5912400004174,3775,STEELS CREEK
1113,DRYSDALE PRIMARY SCHOOL,144.571749969808,-38.1691599961624,3222,DRYSDALE
1114,DUGAYS BRIDGE PRIMARY SCHOOL,146.31264005089,-36.0806800313004,3685,BRIMIN
1115,DUMBALK NORTH PRIMARY SCHOOL,146.170979984001,-38.5081799952512,3956,DUMBALK NORTH
1116,DUMBALK PRIMARY SCHOOL,146.095139966895,-38.5295699978341,3956,DUMBALK
1117,HARRIETVILLE PRIMARY SCHOOL,147.064930011679,-36.8877099652033,3741,HARRIETVILLE
1118,HARSTON PRIMARY SCHOOL,145.141750016473,-36.4698599992034,3616,HARSTON
1119,HARTWELL PRIMARY SCHOOL,145.084470005839,-37.8480499869487,3124,CAMBERWELL
1120,HEATHERDALE PRIMARY SCHOOL,145.209589964035,-37.8215099964303,3132,MITCHAM
1121,HEATHERHILL PRIMARY SCHOOL,145.158149970417,-37.9626499957422,3171,SPRINGVALE
1122,HEATHMONT EAST PRIMARY SCHOOL,145.257689983716,-37.8303499968262,3135,HEATHMONT
1123,HEATHMONT PRIMARY SCHOOL,145.239869986831,-37.830129994586,3135,HEATHMONT
1124,HEDLEY PRIMARY SCHOOL,146.501260024687,-38.6479000085431,3967,HEDLEY
1125,EASTMONT PRIMARY SCHOOL,145.211259973152,-37.8359599956359,3133,VERMONT
1126,EASTMOOR PRIMARY SCHOOL,145.062369993998,-37.9273499889191,3165,BENTLEIGH EAST
1127,HAIGH STREET PRIMARY SCHOOL,145.055699967043,-37.7454000003326,3081,HEIDELBERG HEIGHTS
1128,HEIDELBERG WEST PRIMARY SCHOOL,145.055699967043,-37.7454000003326,3081,HEIDELBERG HEIGHTS
1129,HEIDELBERG PRIMARY SCHOOL,145.067799962934,-37.7547000012223,3084,HEIDELBERG
1130,EASTWOOD PRIMARY SCHOOL,145.252949964987,-37.8172399984152,3135,RINGWOOD EAST
1131,HEATHCOTE PRIMARY SCHOOL,144.706849991166,-36.9240099974618,3523,HEATHCOTE
1132,EASTBOURNE PRIMARY SCHOOL,144.883499980479,-38.373759996427,3940,CAPEL SOUND
1133,HEPBURN PRIMARY SCHOOL,144.132759972815,-37.3097199969442,3461,HEPBURN
1134,HERNE HILL PRIMARY SCHOOL,144.332449957233,-38.1293599970608,3218,HAMLYN HEIGHTS
1135,HIGHETT PRIMARY SCHOOL,145.041259979758,-37.9540099916332,3190,HIGHETT
1136,HIGHTON PRIMARY SCHOOL,144.317089995431,-38.1721600043127,3216,HIGHTON
1137,HIGHVALE PRIMARY SCHOOL,145.174069986187,-37.8670199912516,3150,GLEN WAVERLEY
1138,HILL END PRIMARY SCHOOL,146.147089991387,-38.0142900044515,3825,HILL END
1139,HODDLES CREEK PRIMARY SCHOOL,145.597749982631,-37.8317400027248,3139,HODDLES CREEK
1140,BEAUMARIS PRIMARY SCHOOL,145.037589981974,-37.9852699915743,3193,BEAUMARIS
1141,BEECHWORTH PRIMARY SCHOOL,146.693569987981,-36.3554299824965,3747,BEECHWORTH
1142,HURSTBRIDGE PRIMARY SCHOOL,145.198119977417,-37.6358999994801,3099,HURSTBRIDGE
1143,BEMM RIVER PRIMARY SCHOOL,148.962920070923,-37.7584600229875,3889,BEMM RIVER
1144,BENAMBRA PRIMARY SCHOOL,147.703199997829,-36.9556799445367,3900,BENAMBRA
1145,BENDIGO NORTH PRIMARY SCHOOL,144.287370010407,-36.7404000034474,3550,NORTH BENDIGO
1146,JAMES COOK PRIMARY SCHOOL,145.245849969303,-37.9790699979244,3802,ENDEAVOUR HILLS
1147,BERWICK PRIMARY SCHOOL,145.354419982104,-38.0440899958978,3806,BERWICK
1148,BETHANGA PRIMARY SCHOOL,147.095759947192,-36.1206398065984,3691,BETHANGA
1149,Beveridge Primary School - Arrowsmith Street Campus,144.97775999008,-37.4720500002849,3753,BEVERIDGE
1150,BIG HILL PRIMARY SCHOOL,144.244029985023,-36.7962400019648,3555,KANGAROO FLAT
1151,CROYDON WEST PRIMARY SCHOOL,145.264239986622,-37.7937899970548,3136,CROYDON
1152,GLEN DEVON PRIMARY SCHOOL,144.655139970734,-37.8928999960445,3030,WERRIBEE
1153,KISMET PARK PRIMARY SCHOOL,144.728669977909,-37.5652499989565,3429,SUNBURY
1154,BOWEN STREET PRIMARY SCHOOL WARRAGUL,145.928479971869,-38.1570699974323,3820,WARRAGUL
1155,BRENTWOOD PRIMARY SCHOOL,145.167919976915,-37.8973499950139,3150,GLEN WAVERLEY
1156,LIVINGSTONE PRIMARY SCHOOL,145.180669990597,-37.8528899926209,3133,VERMONT SOUTH
1157,NARBETHONG PRIMARY SCHOOL,145.657369942277,-37.5570700292462,3778,NARBETHONG
1158,NARRE WARREN PRIMARY SCHOOL,145.304869965033,-38.0237399993105,3805,NARRE WARREN
1159,NATHALIA PRIMARY SCHOOL,145.205889984458,-36.0575200529793,3638,NATHALIA
1160,BRIAGOLONG PRIMARY SCHOOL,147.067840010887,-37.8427999954938,3860,BRIAGOLONG
1161,GLENORDEN PRIMARY SCHOOL,144.675699990801,-37.886789997387,3030,WERRIBEE
1162,GLENROY NORTH PRIMARY SCHOOL,144.93013999792,-37.6979000014405,3046,GLENROY
1163,GLENROY CENTRAL PRIMARY SCHOOL,144.925039992113,-37.7042800011323,3046,GLENROY
1164,BETHAL PRIMARY SCHOOL,144.917819982226,-37.6592000003598,3048,MEADOW HEIGHTS
1165,Beveridge Primary School,144.97775999008,-37.4720500002849,3753,BEVERIDGE
1166,BEVERLEY HILLS PRIMARY SCHOOL,145.159839984441,-37.7962399898279,3109,DONCASTER EAST
1167,COATESVILLE PRIMARY SCHOOL,145.073629987833,-37.9200799916486,3165,BENTLEIGH EAST
1168,TOOLAMBA PRIMARY SCHOOL,145.344180012904,-36.4905200183929,3614,TOOLAMBA
1169,TOOLAMBA WEST PRIMARY SCHOOL,145.259869993526,-36.4837400164744,3614,TOOLAMBA WEST
1170,Dumbalk Primary School,146.095699966664,-38.5306799978819,3956,DUMBALK
1171,TANTI PARK PRIMARY SCHOOL,145.057919974888,-38.2262399974546,3931,MORNINGTON
1172,ROWELLYN PARK PRIMARY SCHOOL,145.192449987731,-38.1044199959919,3201,CARRUM DOWNS
1173,PENNYROYAL PRIMARY SCHOOL,143.853759939395,-38.4248500418413,3235,PENNYROYAL
1174,PIANGIL PRIMARY SCHOOL,143.312649913402,-35.055959965721,3597,PIANGIL
1175,DIMBOOLA-PIMPINIO PRIMARY SCHOOL  PIMPINIO CAMPUS,142.116260042342,-36.5853999799386,3401,PIMPINIO
1176,OLD ST ARNAUD EAST SCHOOL,143.30487004286,-36.6181800142839,3477,SAINT ARNAUD EAST
1177,DORSET PRIMARY SCHOOL,145.285749981093,-37.8100799986536,3136,CROYDON
1178,MARAMBA PRIMARY SCHOOL,145.304129987425,-38.0034399991334,3805,NARRE WARREN
1179,LETHBRIDGE PRIMARY SCHOOL,144.134559964794,-37.9690599921428,3332,LETHBRIDGE
1180,Licola Primary School,146.623759969916,-37.6270700023777,3858,LICOLA
1181,DONCASTER EAST PRIMARY SCHOOL,145.161529990704,-37.7820699898568,3109,DONCASTER EAST
1182,BUNDALAGUAH PRIMARY SCHOOL,147.012100044361,-38.0234999833433,3850,SALE
1183,BELL PARK NORTH PRIMARY SCHOOL - GEELONG ENGLISH LANGUAGE PROGRAM,144.336000006073,-38.1059699961511,3215,BELL PARK
1184,THE LAKES SOUTH MORANG P-9 SCHOOL - PRIMARY CAMPUS,145.077920004768,-37.6300300001426,3752,SOUTH MORANG
1185,ST PATRICKS SCHOOL,144.346039980259,-38.1348399959886,3218,GEELONG WEST
1186,ST AUGUSTINES SCHOOL,143.892259973083,-37.4285099961895,3363,CRESWICK
1187,ST CHRISTOPHERS SCHOOL,144.880250020627,-37.7250100032109,3042,AIRPORT WEST
1188,ST JOHNS LUTHERAN SCHOOL,141.589840078279,-38.3567899985416,3305,PORTLAND
1189,ST JOSEPHS SCHOOL,146.152189984874,-38.2072099980207,3824,TRAFALGAR
1190,ST JOSEPHS SCHOOL,148.455630000237,-37.7091699922959,3888,ORBOST
1191,ROLLINS PRIMARY SCHOOL - BATESFORD CAMPUS,144.289280002772,-38.0919899949962,3213,BATESFORD
1192,WESTMEADOWS PRIMARY SCHOOL,144.895699985274,-37.6756499999555,3049,WESTMEADOWS
1193,HASTINGS WESTPARK PRIMARY SCHOOL,145.172749995677,-38.2978899968164,3915,HASTINGS
1194,MOYHU PRIMARY SCHOOL,146.380980019334,-36.5715099835379,3732,MOYHU
1195,MULGRAVE PRIMARY SCHOOL,145.19736997186,-37.9329499972739,3170,MULGRAVE
1196,TUCKER ROAD BENTLEIGH PRIMARY SCHOOL,145.049009976758,-37.9325399920329,3189,MOORABBIN
1197,ROXBURGH PARK PRIMARY SCHOOL,144.931399987574,-37.6342400001304,3064,ROXBURGH PARK
1198,RUPANYUP PRIMARY SCHOOL,142.62860999803,-36.6322199857476,3388,RUPANYUP
1199,SAINT HELENS PLAINS PRIMARY SCHOOL,142.395980021598,-36.8181799823729,3401,SAINT HELENS PLAINS
1200,ST HELENS PRIMARY SCHOOL,142.068200005291,-38.2562399914603,3285,SAINT HELENS
1201,STREATHAM PRIMARY SCHOOL,143.061809981299,-37.6803999940687,3351,STREATHAM
1202,TOOLONG PRIMARY SCHOOL,142.221809975602,-38.3234599875805,3285,TOOLONG
1203,GROVEDALE WEST PRIMARY SCHOOL,144.328949984523,-38.2082800153131,3216,GROVEDALE
1204,DOUTTA GALLA PRIMARY SCHOOL,144.887289970333,-37.7442500018092,3042,NIDDRIE
1205,DOVETON WEST PRIMARY SCHOOL,145.233759984878,-37.9928999991698,3177,DOVETON
1206,HALLAM PRIMARY SCHOOL,145.258239970622,-38.0017599979263,3803,HALLAM
1207,UNDERA PRIMARY SCHOOL,145.212640007635,-36.5465099975985,3610,DHURRINGILE
1208,MIRBOO NORTH PRIMARY SCHOOL,146.151089964274,-38.4004899951323,3871,MIRBOO NORTH
1209,MITCHAM PRIMARY SCHOOL,145.192719986339,-37.8089899941831,3132,MITCHAM
1210,DOREEN PRIMARY SCHOOL,145.145539986739,-37.6060100016553,3754,DOREEN
1211,MODELLA PRIMARY SCHOOL,145.709029966744,-38.1879000008526,3816,MODELLA
1212,PIPERS CREEK PRIMARY SCHOOL,144.543200042627,-37.2523500035764,3444,PIPERS CREEK
1213,PLENTY PRIMARY SCHOOL,145.121260004075,-37.6687399983701,3090,PLENTY
1214,HESKET PRIMARY SCHOOL,144.61977997157,-37.347810000287,3442,HESKET
1215,HEYFIELD PRIMARY SCHOOL,146.784940001672,-37.9821099937647,3858,HEYFIELD
1216,BARANDUDA PRIMARY SCHOOL,146.948109991987,-36.1805299446683,3691,BARANDUDA
1217,BARKERS CREEK PRIMARY SCHOOL,144.232919976818,-37.0240099996759,3451,BARKERS CREEK
1218,BARNAWARTHA PRIMARY SCHOOL,146.675889939998,-36.1013101325092,3688,BARNAWARTHA
1219,Carrajung South Primary School,146.749029963283,-38.3823500005312,3844,CARRAJUNG LOWER
1220,CARRUM DOWNS PRIMARY SCHOOL,145.187910010616,-38.0945999976168,3201,CARRUM DOWNS
1221,CARRUM PRIMARY SCHOOL,145.126709979165,-38.0781199972828,3197,CARRUM
1222,FOUNTAIN GATE PRIMARY SCHOOL,145.295199994316,-38.0094299975477,3805,NARRE WARREN
1223,COROP PRIMARY SCHOOL,144.785420008521,-36.4578999887914,3559,COROP
1224,CORRYONG PRIMARY SCHOOL,147.899029999917,-36.198179987248,3707,CORRYONG
1225,GARDINER PRIMARY SCHOOL,145.047089990501,-37.8556799924252,3146,GLEN IRIS
1226,GELANTIPY PRIMARY SCHOOL,148.256810003677,-37.1584599874541,3885,GELANTIPY
1227,RESEARCH PRIMARY SCHOOL,145.183569992579,-37.7029199988898,3095,RESEARCH
1228,RESERVOIR EAST PRIMARY SCHOOL,145.021839989669,-37.7199800018498,3073,RESERVOIR
1229,SUNBURY WEST PRIMARY SCHOOL,144.712919961607,-37.5747999999553,3429,SUNBURY
1230,FISH POINT PRIMARY SCHOOL,143.7331999504,-35.4367899884087,3585,FISH POINT
1231,GRAY STREET PRIMARY SCHOOL,142.021380048593,-37.744910009738,3300,HAMILTON
1232,KORONG VALE PRIMARY SCHOOL,143.700980000944,-36.3562399962943,3520,KORONG VALE
1233,LAEN PRIMARY SCHOOL,142.797090036042,-36.4531800035641,3392,MINYIP
1234,LAH-ARUM PRIMARY SCHOOL,142.322919987589,-36.9462399839639,3401,LAHARUM
1235,COBURG PRIMARY SCHOOL,144.968209998636,-37.7413000013099,3058,COBURG
1236,COBURG WEST PRIMARY SCHOOL,144.947620003568,-37.7471500059394,3058,COBURG
1237,COCKATOO PRIMARY SCHOOL,145.4963799601,-37.9393699972223,3781,COCKATOO
1238,TAGGERTY PRIMARY SCHOOL,145.713479963122,-37.321510001765,3714,TAGGERTY
1239,TALLANGATTA VALLEY PRIMARY SCHOOL,147.384869945149,-36.2853998391012,3701,TALLANGATTA VALLEY
1240,LITTLE SNOWY CREEK PRIMARY SCHOOL,147.226809989868,-36.5115099702705,3701,ESKDALE
1241,COBRAM CONSOLIDATED SCHOOL,145.651099945574,-35.925110042363,3644,COBRAM
1242,LLOYD STREET PRIMARY SCHOOL,145.056109979102,-37.8724199941487,3145,MALVERN EAST
1243,Nambrok West Primary School,146.833759987309,-38.0720699940305,3847,NAMBROK
1244,NANNEELLA ESTATE PRIMARY SCHOOL,144.77804003471,-36.3129699903633,3561,NANNEELLA
1245,NARMARA PRIMARY SCHOOL,145.137089998799,-37.856239984628,3151,BURWOOD EAST
1246,ST PATRICKS SCHOOL,145.352609975877,-37.7527299979643,3140,LILYDALE
1247,ST PATRICKS SCHOOL,141.643040034944,-36.3354099800843,3418,NHILL
1248,ST PAULS KEALBA CATHOLIC SCHOOL,144.819629972187,-37.7337400041501,3021,KEALBA
1249,ST PETERS SCHOOL,144.819619963034,-37.800279999562,3020,SUNSHINE WEST
1250,ST PHILIPS SCHOOL,145.166589996019,-37.8076399893656,3130,BLACKBURN NORTH
1251,ST ROBERTS SCHOOL,144.343009987517,-38.1564099989211,3220,NEWTOWN
1252,ST THERESES SCHOOL,144.910309998603,-37.7511100014191,3040,ESSENDON
1253,ST THOMAS MORES SCHOOL,145.352679976555,-37.9084099969363,3160,BELGRAVE
1254,COLUMBA CATHOLIC SCHOOL,145.715869974384,-38.0932599967565,3815,BUNYIP
1255,HOLY SPIRIT PARISH SCHOOL,144.329959974992,-38.1358099969364,3218,HERNE HILL
1256,LUMEN CHRISTI SCHOOL,144.753339980639,-37.8925999976508,3030,POINT COOK
1257,MOTHER TERESA SCHOOL,144.932760004701,-37.5752200028554,3064,CRAIGIEBURN
1258,OUR LADY OF PERPETUAL SUCCOUR SCHOOL,145.111389991135,-37.830059988692,3127,SURREY HILLS
1259,OUR LADY OF THE SOUTHERN CROSS,144.606219972085,-37.8758499986621,3024,WYNDHAM VALE
1260,SACRED HEART SCHOOL,143.578549979871,-38.3531599899999,3250,COLAC
1261,SACRED HEART SCHOOL,145.037440012364,-37.808169989468,3101,KEW
1262,SACRED HEART SCHOOL,144.800049995156,-37.7376900038486,3021,ST ALBANS
1263,ST AMBROSES SCHOOL,144.530489968796,-37.3577900023903,3442,WOODEND
1264,ST ANTHONYS SCHOOL,145.047099996087,-37.8868899936192,3163,CARNEGIE
1265,ST BERNADETTES SCHOOL,144.83527998645,-37.7711600014432,3020,SUNSHINE NORTH
1266,ST CATHERINES PRIMARY SCHOOL,145.336949978286,-38.0697699978348,3806,BERWICK
1267,ST DOMINICS SCHOOL,144.584629992519,-37.6809199940126,3337,MELTON
1268,ST JAMES SCHOOL,144.997660001486,-37.8979499912963,3186,BRIGHTON
1269,ST JOHNS SCHOOL,145.039209966185,-37.6784099997832,3074,THOMASTOWN
1270,ST JOSEPHS SCHOOL,145.974119961219,-36.5539600026175,3672,BENALLA
1271,GOWERVILLE PRIMARY SCHOOL,145.018199981353,-37.7470700007686,3072,PRESTON
1272,DEER PARK PRIMARY SCHOOL,144.787999977973,-37.7588600041648,3023,CAIRNLEA
1273,KOTUPNA PRIMARY SCHOOL,145.12847998476,-36.1459600262018,3638,KOTUPNA
1274,KINGLAKE WEST PRIMARY SCHOOL,145.259599994796,-37.4813000027822,3757,KINGLAKE WEST
1275,THE BASIN PRIMARY SCHOOL,145.308419972792,-37.8495099964791,3154,THE BASIN
1276,MAFFRA PRIMARY SCHOOL,146.976770028744,-37.9639999862639,3860,MAFFRA
1277,NORTH BLACKWOOD PRIMARY SCHOOL,144.365699986618,-37.4098500018032,3458,NORTH BLACKWOOD
1278,NORTH HARCOURT PRIMARY SCHOOL,144.283199980797,-36.970129998626,3453,HARCOURT NORTH
1279,MELBOURNE MONTESSORI SCHOOL CAULFIELD CAMPUS,145.025829961661,-37.8880599921662,3162,CAULFIELD SOUTH
1280,TORQUAY COAST PRIMARY SCHOOL,144.340319982479,-38.3030700646395,3228,TORQUAY
1281,CAVENDISH PRIMARY SCHOOL,142.039890035388,-37.5308700114755,3314,CAVENDISH
1282,COLAC SOUTH WEST PRIMARY SCHOOL,143.572029957997,-38.3436299895336,3250,COLAC
1283,BALLIANG PRIMARY SCHOOL,144.349309985358,-37.8334600003517,3340,BALLIANG
1284,BALWYN PRIMARY SCHOOL,145.081379994109,-37.8139399885244,3103,BALWYN
1285,CAMPBELLS CREEK PRIMARY SCHOOL,144.204659996604,-37.0929300012648,3451,CAMPBELLS CREEK
1286,PERANBIN PRIMARY COLLEGE - STRATHBOGIE CAMPUS,145.73640998308,-36.8559999954495,3666,STRATHBOGIE
1287,PERANBIN PRIMARY COLLEGE - VIOLET TOWN CAMPUS,145.716969979766,-36.6342400026421,3669,VIOLET TOWN
1288,ST JOSEPHS SCHOOL,143.917809996269,-35.7254599990185,3579,KERANG
1289,ST MARYS SCHOOL,146.462979946063,-36.0504200152428,3685,RUTHERGLEN
1290,SS PETER AND PAULS SCHOOL,145.153399983182,-37.7905499913473,3109,DONCASTER EAST
1291,ST ANNES SCHOOL,145.049810008613,-37.7953799932382,3102,KEW EAST
1292,ST AUGUSTINES SCHOOL,145.145869972405,-38.1720499961845,3199,FRANKSTON SOUTH
1293,ST AUGUSTINES SCHOOL,146.88922012084,-36.1170199477623,3690,WODONGA
1294,ST BERNARDS SCHOOL,144.434859982366,-37.6722699950015,3340,BACCHUS MARSH
1295,ST BRIGIDS SCHOOL,145.515799952201,-37.6586799968457,3777,HEALESVILLE
1296,ST CECILIAS SCHOOL,145.064599986069,-37.8500899925941,3146,GLEN IRIS
1297,ST CLARES SCHOOL,144.997719954422,-37.6777499989342,3074,THOMASTOWN
1298,ST DOMINICS SCHOOL,145.083840003948,-37.8389199868487,3124,CAMBERWELL
1299,ST GABRIELS SCHOOL,146.511050000487,-38.1876500004379,3844,TRARALGON
1300,ST JOHN BOSCOS SCHOOL,144.889029968095,-37.743660001924,3042,NIDDRIE
1301,ST JOHNS SCHOOL,142.446139948735,-38.3514999846556,3280,DENNINGTON
1302,ST JOHNS SCHOOL,145.066549967829,-37.7576400001546,3084,HEIDELBERG
1303,ST JOSEPHS SCHOOL,145.603410000934,-38.6008599988646,3995,WONTHAGGI
1304,ST JOSEPHS SCHOOL,145.912019973569,-38.1586099962522,3820,WARRAGUL
1305,ST JOSEPHS SCHOOL,145.150339984818,-37.953229997144,3171,SPRINGVALE
1306,ST JOSEPHS SCHOOL,145.03431998891,-37.8264599903672,3122,HAWTHORN
1307,ST JOSEPHS SCHOOL,144.996719973079,-37.7746200004676,3070,NORTHCOTE
1308,ST JOSEPHS SCHOOL,145.154049999296,-36.7816099970457,3608,NAGAMBIE
1309,ST JOSEPHS SCHOOL,142.362190008371,-35.7239299895143,3396,HOPETOUN
1310,TATE STREET PRIMARY SCHOOL GEELONG,144.37919996011,-38.1660499953648,3219,THOMSON
1311,KENNINGTON PRIMARY SCHOOL,144.307499996159,-36.7688099999474,3550,KENNINGTON
1312,KEON PARK PRIMARY SCHOOL,145.022729983086,-37.7055199998211,3073,RESERVOIR
1313,KERRIE PRIMARY SCHOOL,144.664309974438,-37.3812399964803,3434,KERRIE
1314,BORONIA HEIGHTS PRIMARY SCHOOL,145.29648997541,-37.8445699966164,3155,BORONIA
1315,BOROONDARA PARK PRIMARY SCHOOL,145.087889977659,-37.7894399908206,3104,BALWYN NORTH
1316,BOTANIC PARK PRIMARY SCHOOL,145.1323699797,-37.7734599937883,3108,DONCASTER
1317,GREENBROOK PRIMARY SCHOOL,145.042060000751,-37.6502600018037,3076,EPPING
1318,KROWERA PRIMARY SCHOOL,145.673200015354,-38.4376300008317,3945,KROWERA
1319,KYABRAM PRIMARY SCHOOL,145.039029994265,-36.3092900051032,3620,KYABRAM
1320,KYNETON PRIMARY SCHOOL,144.462689986709,-37.2488900022057,3444,KYNETON
1321,KYVALLEY PRIMARY SCHOOL,145.007919995513,-36.2887399868389,3621,KYVALLEY
1322,BULLA PRIMARY SCHOOL,144.795699969897,-37.6351299999172,3428,BULLA
1323,BULLIOH PRIMARY SCHOOL,147.331530004618,-36.1940096903407,3700,BULLIOH
1324,MIDDLE PARK PRIMARY SCHOOL,144.957509962933,-37.8477999962391,3206,MIDDLE PARK
1325,MIDDLE TARWIN PRIMARY SCHOOL,145.926529972703,-38.66650999842,3956,MIDDLE TARWIN
1326,MILAWA PRIMARY SCHOOL,146.432479975349,-36.4445399865383,3678,MILAWA
1327,LEONGATHA PRIMARY SCHOOL,145.95897998697,-38.4789299976217,3953,LEONGATHA
1328,LEOPOLD PRIMARY SCHOOL,144.464369963823,-38.1872599981282,3224,LEOPOLD
1329,MALMSBURY PRIMARY SCHOOL,144.386939991974,-37.1873199988115,3446,MALMSBURY
1330,MALVERN CENTRAL SCHOOL,145.034399992671,-37.8560099925558,3144,MALVERN
1331,MALVERN EAST PRIMARY SCHOOL,145.05708997897,-37.872069994214,3145,MALVERN EAST
1332,MANSFIELD PRIMARY SCHOOL,146.084829994455,-37.0555900058736,3722,MANSFIELD
1333,MAPLE STREET PRIMARY SCHOOL,144.265149989009,-36.7712400001877,3555,GOLDEN SQUARE
1334,MARCUS HILL PRIMARY SCHOOL,144.571529977029,-38.242069998594,3222,MARCUS HILL
1335,OAK PARK PRIMARY SCHOOL,144.915040001628,-37.7155300025205,3046,OAK PARK
1336,OAKLEIGH PRIMARY SCHOOL,145.088619991031,-37.894469992522,3166,OAKLEIGH
1337,OAKWOOD PARK PRIMARY SCHOOL,145.190139981056,-37.9606799969444,3174,NOBLE PARK NORTH
1338,Wangala Primary School,144.33985998498,-38.1857000038929,3216,BELMONT
1339,OCEAN GROVE PRIMARY SCHOOL,144.521849975469,-38.2639900024162,3226,OCEAN GROVE
1340,OFFICER PRIMARY SCHOOL,145.410179992768,-38.0582799958929,3809,OFFICER
1341,WESTMERE PRIMARY SCHOOL,142.971810000401,-37.686789992678,3351,WESTMERE
1342,BOUCHIER STREET PRIMARY SCHOOL,145.413199980759,-36.3673499914316,3630,SHEPPARTON
1343,CARAMUT PRIMARY SCHOOL,142.516810017898,-37.9573499953869,3274,CARAMUT
1344,CARDROSS PRIMARY SCHOOL,142.144870046626,-34.2529000235626,3498,IRYMPLE
1345,BRIM PRIMARY SCHOOL,142.419590074392,-36.0751300410614,3391,BRIM
1346,CAMPBELLFIELD PRIMARY SCHOOL,144.953480009678,-37.672070000873,3061,CAMPBELLFIELD
1347,CAMPMEADOWS PRIMARY SCHOOL,144.929169991671,-37.6925000013407,3047,BROADMEADOWS
1348,CANIAMBO PRIMARY SCHOOL,145.630699953093,-36.4687400094356,3630,CANIAMBO
1349,CANTERBURY PRIMARY SCHOOL,145.083139994941,-37.8309599867512,3126,CANTERBURY
1350,EAGLE POINT PRIMARY SCHOOL,147.6802200127,-37.8924499956733,3878,EAGLE POINT
1351,EASTMEADOWS PRIMARY SCHOOL,144.935980008351,-37.684570002756,3047,BROADMEADOWS
1352,HEIDELBERG HEIGHTS PRIMARY SCHOOL,145.051529986096,-37.7331800009701,3081,HEIDELBERG WEST
1353,WAVERLEY MEADOWS PRIMARY SCHOOL,145.184279968149,-37.9147499952542,3150,WHEELERS HILL
1354,MOORABBIN WEST PRIMARY SCHOOL,145.027919982697,-37.9392899916265,3188,HAMPTON EAST
1355,STEVENSVILLE PRIMARY SCHOOL,144.781209976591,-37.7361000035645,3021,ST ALBANS
1356,WAAIA PRIMARY SCHOOL,145.328479977241,-36.0512400504612,3637,WAAIA
1357,MORWELL PARK PRIMARY SCHOOL,146.424459966791,-38.227929997236,3840,MORWELL
1358,COMMERCIAL ROAD PRIMARY SCHOOL,146.40069997769,-38.2384599985363,3840,MORWELL
1359,MORWELL PRIMARY SCHOOL COLLINS STREET,146.396529975016,-38.2334599971958,3840,MORWELL
1360,VERMONT PRIMARY SCHOOL,145.194299972941,-37.8373599934687,3133,VERMONT
1361,ROCKBANK PRIMARY SCHOOL,144.661899997696,-37.7321499965036,3335,ROCKBANK
1362,MURRUMBEENA PRIMARY SCHOOL,145.07040997111,-37.8861699922172,3163,MURRUMBEENA
1363,ROKEBY PRIMARY SCHOOL,145.925139987554,-38.069849998651,3821,ROKEBY
1364,LINDENOW PRIMARY SCHOOL,147.453200027175,-37.7998500091686,3865,LINDENOW
1365,HAILEYBURY NEWLANDS,145.149859983388,-37.9941499973638,3173,KEYSBOROUGH
1366,MUSK VALE PRIMARY SCHOOL,144.122089963768,-37.3870699987341,3461,SAILORS FALLS
1367,YARRA JUNCTION PRIMARY SCHOOL,145.606079952132,-37.7790300039877,3797,YARRA JUNCTION
1368,CROYDON PRIMARY SCHOOL,145.272229986264,-37.7663999984406,3136,CROYDON NORTH
1369,RICHMOND COMMUNITY PRIMARY SCHOOL,145.007479986858,-37.8146399974531,3121,RICHMOND
1370,YARRAGON PRIMARY SCHOOL,146.060959973591,-38.209369995371,3823,YARRAGON
1371,YARRAM PRIMARY SCHOOL,146.675320003741,-38.558530016051,3971,YARRAM
1372,KERANG PRIMARY SCHOOL,143.921139998132,-35.7316899992718,3579,KERANG
1373,Ivanhoe East Primary School,145.05945999921,-37.7745699977722,3079,IVANHOE EAST
1374,MUSK PRIMARY SCHOOL,144.191530011327,-37.3726299961591,3461,MUSK
1375,MYRRHEE PRIMARY SCHOOL,146.318249973685,-36.7381899869709,3732,MYRRHEE
1376,FISH CREEK PRIMARY SCHOOL,146.084309989258,-38.6945699980527,3959,FISH CREEK
