street_adress,suburb,postcode,area,property_type,bedrooms,bathrooms,carspaces,price,time,latitude,longitude
"215/26 Lygon Street, Brunswick East",BRUNSWICK EAST,3057,Moreland City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,375,2022-08-17T19:00:21,-37.77799,144.971085
"807/39 Queen Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,400,2022-08-17T17:14:22,-37.8178864,144.961731
"5/90 Hambleton Street, Middle Park",MIDDLE PARK,3206,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,380,2022-08-17T16:04:15,-37.8475647,144.960464
"3/16 Vale St, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,395,2022-08-17T15:34:47,-37.8661537,144.983368
"1/1622 Dandenong Road, Huntingdale",HUNTINGDALE,3166,Monash City - Greater Area,Townhouse,3.0,2.0,2,640,2022-08-17T15:14:31,-37.90548,145.1123
"108/79-83 Mitchell Street, Bentleigh",BENTLEIGH,3204,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,525,2022-08-17T12:29:23,-37.920063,145.038986
"103/136 Murray Street, Caulfield",CAULFIELD,3162,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,495,2022-08-17T11:54:41,-37.8859673,145.021942
"24 Studley Road, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,House,4.0,3.0,4,995,2022-08-17T11:52:11,-37.9296265,145.025162
"416/803 Dandenong Road, Malvern East",MALVERN EAST,3145,Stonnington - Greater Area,House,2.0,2.0,1,500,2022-08-17T11:47:30,-37.8740768,145.039
"502/27 Macquarie Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,1.0,1.0,1,440,2022-08-17T11:15:37,-37.850132,144.992279
"8/K3 Union Street, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,400,2022-08-17T11:05:00,-37.85383,144.98436
"206A/14-16 The Esplanade, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,HE ,2022-08-17T10:59:03,-37.8650169,144.974686
"461 Canning Street, Carlton North",CARLTON NORTH,3054,Melbourne City Council - Greater Area,House,2.0,1.0,2,650,2022-08-17T10:07:27,-37.78557,144.974625
"225/4 Acacia Place, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,420,2022-08-17T09:30:09,-37.8115959,145.014038
"3102/188 Whitehorse Road, Balwyn",BALWYN,3103,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,400,2022-08-17T09:14:09,-37.81245,145.07576
"14/245 Williams Road, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,350,2022-08-16T19:52:58,-37.8430061,145.004028
"207/120 High Street, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,400,2022-08-16T19:01:09,-37.8515854,144.990677
"58 Peel Street, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,House,2.0,1.0,0,575,2022-08-16T18:58:20,-37.8553467,144.986465
"6 Naila Court, Cranbourne North",CRANBOURNE NORTH,3977,Casey City - Greater Area,House,4.0,2.0,2,450,2022-08-16T16:53:07,-38.06759,145.26564
"25/380 High Street, Kew",KEW,3101,Boroondara City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,1,650,2022-08-16T16:50:24,-37.8045959,145.037552
"4/40 Bettina Street, Clayton",CLAYTON,3168,Monash City - Greater Area,ApartmentUnitFlat,2.0,1.0,1,425,2022-08-16T16:34:49,-37.919384,145.139282
"302/270 Centre Road, Bentleigh",BENTLEIGH,3204,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,480,2022-08-16T16:21:21,-37.9177322,145.031281
"203/1 Wallace Avenue, Toorak",TOORAK,3142,Stonnington - Greater Area,ApartmentUnitFlat,2.0,2.0,2,"1,1",2022-08-16T15:41:37,-37.84069,145.0069
"9/22 Crimea Street, St Kilda East",ST KILDA EAST,3183,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,310,2022-08-16T15:30:00,-37.8591423,144.9884
"8/287-293 Exhibition Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,420,2022-08-16T15:06:25,-37.809082,144.9689
"3604/568 Collins Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,550,2022-08-16T14:39:21,-37.8183746,144.955429
"1.04/26 Warleigh Grove, Brighton",BRIGHTON,3186,Bayside - Greater Area,ApartmentUnitFlat,1.0,1.0,1,450,2022-08-16T13:50:56,-37.9044342,145.003555
"34/546 Flinders Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,Studio,1.0,1.0,0,260,2022-08-16T13:14:30,-37.820507,144.956177
"112 Koornang Road, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,House,2.0,1.0,1,370,2022-08-16T12:38:41,-37.888176,145.057449
"1401/889 Collins St, Docklands",DOCKLANDS,3008,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,590,2022-08-16T11:16:04,-37.8211632,144.94194
"8 Union Street, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,House,3.0,1.0,1,675,2022-08-16T09:41:45,-37.85383,144.98436
"9/488 Glenferrie Road, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-16T09:28:42,-37.83236,145.033768
"509/30-32 Lilydale Grove, Hawthorn East",HAWTHORN EAST,3123,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,90 ,2022-08-16T09:18:44,-37.82316,145.0476
"478 Highbury Road, Mount Waverley",MOUNT WAVERLEY,3149,Monash City - Greater Area,House,3.0,1.0,3,680,2022-08-16T08:56:30,-37.8596535,145.147537
"177 Urquhart Street, Coburg",COBURG,3058,Darebin City Council - Greater Area,House,3.0,2.0,1,620,2022-08-16T08:22:23,-37.7409973,144.975784
"108/14 Elizabeth Street, Malvern",MALVERN,3144,Stonnington - Greater Area,ApartmentUnitFlat,2.0,2.0,1,600,2022-08-15T17:52:30,-37.8517265,145.037064
"33 Blackburn Road, Mooroolbark",MOOROOLBARK,3138,Yarra Ranges Shire - Greater Area,House,3.0,1.0,2,485,2022-08-15T17:04:42,-37.7824326,145.332336
"unit 101/39 Park Street, South Melbourne",SOUTH MELBOURNE,3205,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,450,2022-08-15T16:00:57,-37.8334,144.969055
"2/14 Hatfield Street, Balwyn North",BALWYN NORTH,3104,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,430,2022-08-15T15:56:57,-37.79541,145.0657
"7/40 Barkly Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,425,2022-08-15T15:31:39,-37.8594666,144.983017
"26 Budd Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,3.0,1.0,1,795,2022-08-15T13:23:53,-37.90218,145.000015
"402/229 Bridge Road, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-15T13:01:48,-37.818222,144.9973
"1/51 Rochester Road, Canterbury",CANTERBURY,3126,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-15T11:50:55,-37.818737,145.082
"904/201 Collins Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,180,2022-08-15T10:14:46,-37.81541,144.9674
"5 Lucas Street, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,House,3.0,2.0,2,"1,0",2022-08-14T14:39:53,-37.9223251,145.006348
"5/45 Evansdale Road, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,495,2022-08-14T10:10:36,-37.82327,145.023483
"1A/39 Hillview Avenue, Mount Waverley",MOUNT WAVERLEY,3149,Monash City - Greater Area,Townhouse,2.0,1.0,2,610,2022-08-13T10:42:23,-37.8782234,145.110474
"2/20 Orange Grove, Balaclava",BALACLAVA,3183,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,400,2022-08-12T17:16:56,-37.8678322,144.99649
"11 Kawana Mews, Cranbourne",CRANBOURNE,3977,Casey City - Greater Area,Townhouse,3.0,2.0,2,475,2022-08-12T17:06:28,-38.1105728,145.254883
"501/70 Speakmen Street, Kensington",KENSINGTON,3031,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,450,2022-08-12T13:36:13,-37.79397,144.916016
"3/30 The Avenue, Windsor",WINDSOR,3181,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,2,595,2022-08-12T11:59:04,-37.85538,144.998154
"201/776-780 Riversdale Road, Camberwell",CAMBERWELL,3124,Boroondara City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,1,850,2022-08-11T23:27:51,-37.8340759,145.078476
"1609/31 ABeckett Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,550,2022-08-11T19:12:19,-37.8088875,144.962555
"915/555 Flinders Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,775,2022-08-11T17:25:45,-37.8209724,144.956482
"4/25 Brighton Road, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,325,2022-08-11T16:26:56,-37.86929,144.987244
"38 Suffolk Street, Curlewis",CURLEWIS,3222,Geelong & District - Greater Area,House,4.0,2.0,2,460,2022-08-11T15:55:42,-38.17685,144.547592
"3/8 Hutton Street, Dandenong",DANDENONG,3175,Dandenong - Greater Area,ApartmentUnitFlat,3.0,1.0,1,400,2022-08-11T11:43:52,-37.986824,145.209625
"4/587 Glen Huntly Road, Elsternwick",ELSTERNWICK,3185,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,345,2022-08-11T11:36:52,-37.8855858,145.013885
"1/269 Grange Road, Ormond",ORMOND,3204,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,430,2022-08-11T10:19:47,-37.9010849,145.0441
"5/29 Elliott Avenue, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,375,2022-08-11T10:01:26,-37.8905754,145.059616
"72/283 Spring Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,1,800,2022-08-11T09:38:33,-37.80815,144.9712
"3/17 Oakes Avenue, Clayton South",CLAYTON SOUTH,3169,Kingston City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,325,2022-08-11T09:27:25,-37.9349976,145.130112
"10 Swindon Road, Hughesdale",HUGHESDALE,3166,Monash City - Greater Area,House,4.0,2.0,2,650,2022-08-10T15:09:35,-37.8971024,145.085236
"202/41-45 Edgewater Boulevard, Maribyrnong",MARIBYRNONG,3032,Maribyrnong City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,440,2022-08-10T14:04:01,-37.7849121,144.894455
"2B Mulgoa Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,4.0,3.0,2,300,2022-08-10T12:58:17,-37.9025764,144.988373
"29 Berry Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,House,3.0,1.0,0,795,2022-08-10T12:24:22,-37.8191643,144.99855
"602/9-11 Ellingworth Parade, Box Hill",BOX HILL,3128,Whitehorse City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,480,2022-08-10T10:02:38,-37.8204422,145.124557
"75/8 Perth Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,550,2022-08-10T09:39:08,-37.850338,144.987564
"3 Albert Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,House,3.0,1.0,0,580,2022-08-10T09:35:25,-37.85528,144.984039
"211A/441 Lonsdale Street, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,300,2022-08-09T22:54:54,-37.81343,144.959442
"202/334 Toorak Road, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,600,2022-08-09T22:32:16,-37.8400459,144.9988
"1/60 Simpson Street, East Melbourne",EAST MELBOURNE,3002,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,600,2022-08-09T18:58:23,-37.8106575,144.98909
"2/8 Wellington Crescent, East Melbourne",EAST MELBOURNE,3002,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,2,750,2022-08-09T16:35:43,-37.8172226,144.977676
"304/2 Pine Avenue, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,"1,5",2022-08-09T16:15:48,-37.886528,144.988922
"493 Glenferrie Road, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,House,4.0,3.0,4,"3,5",2022-08-09T14:30:32,-37.83309,145.033188
"77 Henry Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,House,2.0,1.0,0,750,2022-08-09T14:20:27,-37.85446,144.986984
"19B Grant Street, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,Townhouse,4.0,3.0,3,"1,3",2022-08-09T09:39:20,-37.9131622,145.008911
"73 Easey Street, Collingwood",COLLINGWOOD,3066,Yarra City Council - Greater Area,House,3.0,1.0,0,750,2022-08-08T15:22:58,-37.79815,144.988449
"5 Kawana Mews, Cranbourne",CRANBOURNE,3977,Casey City - Greater Area,Townhouse,3.0,2.0,2,475,2022-08-08T11:18:39,-38.1105728,145.254883
"1 Dawson Avenue, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,4.0,3.0,2,"1,2",2022-08-08T11:07:25,-37.8929,144.989868
"4/26 Clarke Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,470,2022-08-08T10:46:23,-37.84927,145.000061
"46 Greig Street, Albert Park",ALBERT PARK,3206,Port Philip City Council - Greater Area,House,3.0,1.0,0,795,2022-08-08T09:01:36,-37.8416328,144.948776
"406/25 Pickles Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,450,2022-08-05T16:54:49,-37.8439064,144.944489
"16 The Crescent, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,House,2.0,2.0,1,795,2022-08-05T16:38:19,-37.8377838,144.930466
"13 Highland Crescent, Wodonga",WODONGA,3690,Wodonga - Greater Area,House,3.0,1.0,3,430,2022-08-05T15:43:15,-36.1201439,146.865158
"27 Moffat Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,4.0,3.0,2,"3,2",2022-08-05T12:39:12,-37.92295,144.997314
"11 Cintra Avenue, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,House,3.0,2.0,1,"1,1",2022-08-04T12:02:54,-37.85883,144.991455
"403/28 Queens Avenue, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,200,2022-08-04T09:39:40,-37.82312,145.04422
"6/11 Davis Street, Kew",KEW,3101,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,400,2022-08-03T14:08:08,-37.81292,145.045746
"9 Exon Street, Brighton",BRIGHTON,3186,Bayside - Greater Area,House,4.0,3.0,4,"1,8",2022-08-03T13:35:06,-37.9218369,144.997116
"402/138 Glen Eira Road, Elsternwick",ELSTERNWICK,3185,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,400,2022-08-02T16:14:27,-37.8770866,144.9983
"26 Gayview Drive, Wodonga",WODONGA,3690,Wodonga - Greater Area,House,3.0,1.0,1,420,2022-08-02T16:08:26,-36.1225967,146.855469
"202/23 Maverston Street, Glen Iris",GLEN IRIS,3146,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,500,2022-08-02T16:03:47,-37.85181,145.079971
"6/307-309 Bay Road, Cheltenham",CHELTENHAM,3192,Bayside - Greater Area,Townhouse,3.0,2.0,2,630,2022-08-01T18:53:35,-37.95546,145.036682
"32 Summerhill Road, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,House,2.0,2.0,2,695,2022-08-01T17:42:49,-37.9164352,145.013229
"19/43 Caroline Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,370,2022-08-01T17:22:14,-37.8377876,144.987564
"416/52 Park Street, South Melbourne",SOUTH MELBOURNE,3205,Port Philip City Council - Greater Area,House,1.0,1.0,0,325,2022-08-01T16:08:50,-37.8326721,144.969055
"204/171-173 Inkerman Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,370,2022-08-01T14:51:16,-37.8651733,144.988647
"301/130 Bay Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,3.0,3.0,2,175,2022-08-01T12:18:58,-37.8406258,144.940765
"1112/77 River Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,580,2022-07-28T16:39:34,-37.8368378,144.997452
"205/138 Glen Eira Road, Elsternwick",ELSTERNWICK,3185,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,535,2022-07-27T16:40:17,-37.8770866,144.9983
"8/206 Whitehorse Road, Balwyn",BALWYN,3103,Boroondara City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,330,2022-07-27T12:38:35,-37.81284,145.077728
"6/30 Blessington Street, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-07-26T14:36:07,-37.8698463,144.981476
"116/77 River Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,370,2022-07-25T14:09:11,-37.8368378,144.997452
"703/1-11 Moreland Street, Footscray",FOOTSCRAY,3011,Maribyrnong City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,510,2022-07-22T15:13:52,-37.80101,144.908325
"315/1060 Dandenong Road, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,550,2022-07-19T16:31:30,-37.88409,145.0558
"G06/33 Jersey Parade, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-07-19T15:20:21,-37.8875732,145.060638
"21/8 Wellington Crescent, East Melbourne",EAST MELBOURNE,3002,Melbourne City Council - Greater Area,ApartmentUnitFlat,3.0,1.0,1,700,2022-07-19T13:10:37,-37.8172226,144.977676
"13 Bird Avenue, Northcote",NORTHCOTE,3070,Darebin City Council - Greater Area,House,2.0,1.0,2,600,2022-08-23T12:36:21,-37.7620659,144.991
"2503/245 City Road, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,0,550,2022-08-22T12:58:27,-37.82664,144.959671
"29 Birdie View, Cranbourne North",CRANBOURNE NORTH,3977,Casey City - Greater Area,Townhouse,3.0,3.0,2,580,2022-08-22T12:28:59,-38.07476,145.277786
"27 Birdie View, Cranbourne North",CRANBOURNE NORTH,3977,Casey City - Greater Area,Townhouse,3.0,3.0,4,580,2022-08-22T11:21:19,-38.07476,145.277786
"1/32 Macpherson Street, Footscray",FOOTSCRAY,3011,Maribyrnong City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,395,2022-08-19T13:34:39,-37.7935371,144.890015
"3/101-103 Orrong Crescent, Caulfield North",CAULFIELD NORTH,3161,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-18T14:59:50,-37.864048,145.010422
"5 Fitzroy Street, Mckinnon",MCKINNON,3204,Glen Eira Council - Greater Area,House,3.0,1.0,1,NDE,2022-08-18T14:47:22,-37.91384,145.033859
"4/220 Alma Road, St Kilda East",ST KILDA EAST,3183,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,400,2022-08-17T17:31:22,-37.8631973,145.009048
"30 Oxford St, Oakleigh",OAKLEIGH,3166,Monash City - Greater Area,House,4.0,1.0,4,"1,1",2022-08-17T14:43:19,-37.9012566,145.093
"1/61 Macrina Street, Oakleigh East",OAKLEIGH EAST,3166,Monash City - Greater Area,ApartmentUnitFlat,3.0,1.0,1,430,2022-08-17T11:09:07,-37.90297,145.1136
"5/972 Riversdale Road, Surrey Hills",SURREY HILLS,3127,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,385,2022-08-17T10:42:29,-37.83617,145.097519
"802/181 Fitzroy St, St Kilda",ST KILDA,3182,Port Philip City Council - Greater Area,ApartmentUnitFlat,4.0,2.0,2,"2,1",2022-08-16T17:15:39,-37.8577881,144.981186
"4/44 Walsh Street, South Yarra",SOUTH YARRA,3141,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,700,2022-08-16T15:58:49,-37.83691,144.985153
"207/5 Olive York Way, Brunswick West",BRUNSWICK WEST,3055,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,450,2022-08-16T15:42:21,-37.7587357,144.939041
"412/5 Olive York Way, Brunswick West",BRUNSWICK WEST,3055,Moreland City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,475,2022-08-16T14:42:33,-37.7587357,144.939041
"24 Bridge Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,House,2.0,1.0,0,710,2022-08-16T12:47:23,-37.83828,144.946716
"106/2 Morton Avenue, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,495,2022-08-15T15:17:15,-37.88664,145.058228
"2403/250 City Road, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,425,2022-08-15T15:04:44,-37.8257332,144.959671
"54 Mills Street, Albert Park",ALBERT PARK,3206,Port Philip City Council - Greater Area,House,3.0,2.0,1,"1,2",2022-08-15T12:58:18,-37.84582,144.958511
"15B Gnarwyn Road, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,3.0,2.0,2,700,2022-08-15T12:45:47,-37.89476,145.060425
"7B Carr Street, Brighton East",BRIGHTON EAST,3187,Bayside - Greater Area,Townhouse,3.0,2.0,2,"1,1",2022-08-14T10:58:10,-37.92748,145.027679
"1 Molesworth Street, Kew",KEW,3101,Boroondara City Council - Greater Area,House,6.0,6.0,8,350,2022-08-12T21:42:30,-37.8016129,145.0288
"12/8 Hepburn Street, Hawthorn",HAWTHORN,3122,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,325,2022-08-12T16:20:16,-37.8246727,145.04216
"135A Rankins Road, Kensington",KENSINGTON,3031,Melbourne City Council - Greater Area,Townhouse,3.0,1.0,1,600,2022-08-12T14:53:22,-37.7930145,144.931442
"2104/38 Rose Lane, Melbourne",MELBOURNE,3000,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,0,550,2022-08-12T13:03:05,-37.814888,144.954224
"16/197 Brighton Road, Elwood",ELWOOD,3184,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,370,2022-08-12T09:59:26,-37.8788834,144.993042
"6/11 Kooyong Road, Caulfield North",CAULFIELD NORTH,3161,Glen Eira Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,395,2022-08-12T08:08:14,-37.8644638,145.018921
"63 Maidstone Street, Ringwood",RINGWOOD,3134,Maroondah City - Greater Area,House,3.0,1.0,2,520,2022-08-11T17:30:29,-37.8297424,145.225052
"1103/33 Clarke Street, Southbank",SOUTHBANK,3006,Melbourne City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,350,2022-08-11T17:05:18,-37.8261566,144.959274
"5 Donald St, Highett",HIGHETT,3190,Bayside - Greater Area,House,4.0,2.0,2,"1,0",2022-08-11T16:16:06,-37.95157,145.037674
"6 Kenilworth Grove, Glen Iris",GLEN IRIS,3146,Boroondara City Council - Greater Area,House,3.0,1.0,3,650,2022-08-11T15:21:17,-37.8531723,145.049149
"215/253 Normanby Road, South Melbourne",SOUTH MELBOURNE,3205,Port Philip City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,735,2022-08-11T13:22:22,-37.8303223,144.946625
"316/253 Normanby Road, South Melbourne",SOUTH MELBOURNE,3205,Port Philip City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,0,525,2022-08-11T13:14:55,-37.8303223,144.946625
"67/73 River Street, Richmond",RICHMOND,3121,Yarra City Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,560,2022-08-10T22:57:30,-37.8191528,145.013062
"1/123-125 Middleborough Road, Box Hill South",BOX HILL SOUTH,3128,Whitehorse City Council - Greater Area,Townhouse,3.0,2.0,2,530,2022-08-10T22:54:11,-37.8454247,145.133255
"44/84 Trenerry Crescent, Abbotsford",ABBOTSFORD,3067,Yarra City Council - Greater Area,Townhouse,2.0,2.0,2,595,2022-08-10T18:10:17,-37.7978172,144.998062
"2/4 Sydney Street, Clayton South",CLAYTON SOUTH,3169,Kingston City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,425,2022-08-10T17:37:16,-37.9294968,145.117142
"2B Bickhams Court, St Kilda East",ST KILDA EAST,3183,Glen Eira Council - Greater Area,House,3.0,2.0,2,800,2022-08-10T17:31:50,-37.8689461,145.003052
"11/77-79 Rosanna Road, Heidelberg",HEIDELBERG,3084,Banyule Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,425,2022-08-10T11:34:11,-37.7511139,145.070023
"60 Williams Road, Prahran",PRAHRAN,3181,Stonnington - Greater Area,House,3.0,1.0,1,HE ,2022-08-09T19:33:56,-37.85496,145.0024
"8/96 Yarralea Street, Alphington",ALPHINGTON,3078,Darebin City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,430,2022-08-09T16:27:13,-37.7788048,145.032913
"7/55 Johnston Street, Port Melbourne",PORT MELBOURNE,3207,Melbourne City Council - Greater Area,ApartmentUnitFlat,2.0,1.0,1,695,2022-08-09T15:38:38,-37.8433762,144.943451
"101/1240-1248 Glenhuntly Road, Carnegie",CARNEGIE,3163,Glen Eira Council - Greater Area,ApartmentUnitFlat,2.0,2.0,1,490,2022-08-09T15:25:19,-37.890255,145.046112
"4 Wellington Street, Geelong West",GEELONG WEST,3218,Geelong & District - Greater Area,House,2.0,1.0,1,ont,2022-08-09T11:12:35,-38.1384544,144.353012
"35 Donald Street, Prahran",PRAHRAN,3181,Stonnington - Greater Area,ApartmentUnitFlat,2.0,1.0,1,450,2022-08-09T09:21:25,-37.8480873,144.986465
"8/72 Cobden Street, Kew",KEW,3101,Boroondara City Council - Greater Area,ApartmentUnitFlat,1.0,1.0,1,360,2022-08-08T16:30:11,-37.8013344,145.036652
"1 Railway Road, Blackburn",BLACKBURN,3130,Whitehorse City Council - Greater Area,Townhouse,3.0,2.0,2,640,2022-08-08T13:39:22,-37.8194,145.145691
